period,load_zone,twh,technology,scs
2025,Paraguay,44.55591766110399,curt_hydro,prm15_wcost_re9_c2p1_t1
2025,Uruguay,5.425135896075517e-16,curt_hydro,prm15_wcost_re9_c2p1_t1
2030,Argentina,1.8567902770882938e-15,curt_hydro,prm15_wcost_re9_c2p1_t1
2030,Brazil,1.1213805879021432,curt_hydro,prm15_wcost_re9_c2p1_t1
2030,Chile,1.3542376109398902e-15,curt_hydro,prm15_wcost_re9_c2p1_t1
2030,Paraguay,37.01267850499998,curt_hydro,prm15_wcost_re9_c2p1_t1
2030,Uruguay,7.410108082694933e-16,curt_hydro,prm15_wcost_re9_c2p1_t1
2035,Argentina,2.1746870970673626e-15,curt_hydro,prm15_wcost_re9_c2p1_t1
2035,Brazil,0.05630774292650565,curt_hydro,prm15_wcost_re9_c2p1_t1
2035,Chile,1.7129195839515888e-15,curt_hydro,prm15_wcost_re9_c2p1_t1
2035,Paraguay,27.394047829999984,curt_hydro,prm15_wcost_re9_c2p1_t1
2035,Uruguay,4.870344127994031e-16,curt_hydro,prm15_wcost_re9_c2p1_t1
2040,Argentina,4.38978986494476e-15,curt_hydro,prm15_wcost_re9_c2p1_t1
2040,Brazil,0.05718389743605922,curt_hydro,prm15_wcost_re9_c2p1_t1
2040,Chile,4.746652848552912e-15,curt_hydro,prm15_wcost_re9_c2p1_t1
2040,Paraguay,15.187947304999982,curt_hydro,prm15_wcost_re9_c2p1_t1
2040,Uruguay,5.118181434227154e-16,curt_hydro,prm15_wcost_re9_c2p1_t1
2045,Argentina,1.81824475475878e-14,curt_hydro,prm15_wcost_re9_c2p1_t1
2045,Brazil,1.2274654181965162e-14,curt_hydro,prm15_wcost_re9_c2p1_t1
2045,Chile,1.1510792319313623e-15,curt_hydro,prm15_wcost_re9_c2p1_t1
2045,Paraguay,4.294897010902244,curt_hydro,prm15_wcost_re9_c2p1_t1
2045,Uruguay,4.5656634029001e-16,curt_hydro,prm15_wcost_re9_c2p1_t1
2050,Argentina,9.243007158196027e-15,curt_hydro,prm15_wcost_re9_c2p1_t1
2050,Brazil,1.0268434012735574e-14,curt_hydro,prm15_wcost_re9_c2p1_t1
