lz_from,lz_to,period,net_flow_twh,scenario
Argentina,Uruguay,2045,1.893324509999995,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Uruguay,2050,1.8933245099999887,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Paraguay,2020,0.0,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Paraguay,2025,0.0,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Paraguay,2030,0.0,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Paraguay,2035,0.0,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Paraguay,2040,0.0,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Paraguay,2045,0.0,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Paraguay,2050,0.0,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Uruguay,2020,1.3122361278764805,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Uruguay,2025,1.7887679691362202,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Uruguay,2030,2.1241948581587904,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Uruguay,2035,2.166416322924593,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Uruguay,2040,2.9948264283858275,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Uruguay,2045,4.022908303459588,prm15_fix_wcost_re3_c2p1_tnt1
Brazil,Uruguay,2050,4.354984246151893,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Brazil,2020,0.466273799999999,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2025,0.4261733999999988,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2030,0.41636159999999894,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2035,0.5157593999999986,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2040,0.4556798999999986,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2045,0.5256422999999993,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Brazil,2050,0.5070140999999989,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Chile,2020,0.006447309000000004,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Chile,2025,0.004079690999999999,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Chile,2030,0.0036117180000000038,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Chile,2035,0.006859776000000013,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Chile,2040,0.005178566249999995,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Chile,2045,0.006659762999999992,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Chile,2050,0.007415553750000015,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2020,0.008348962500000017,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2025,0.008357157499999998,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2030,0.00863809749999998,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2035,0.008648024999999995,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2040,0.008600387499999971,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2045,0.008090437499999993,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Paraguay,2050,0.00508263750000001,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Uruguay,2020,1.3231294988164928,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Uruguay,2025,1.1092145662209978,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
Argentina,Uruguay,2030,1.2919636600654294,prm15_fix_wcost_re4_c2p1_co2_cut90p_tnt1
